URN,LAcode,LAname,EstablishmentNumber,EstablishmentName,TypeOfEstablishmentcode,TypeOfEstablishmentname,EstablishmentTypeGroupcode,EstablishmentTypeGroupname,EstablishmentStatuscode,EstablishmentStatusname,ReasonEstablishmentOpenedcode,ReasonEstablishmentOpenedname,OpenDate,ReasonEstablishmentClosedcode,ReasonEstablishmentClosedname,CloseDate,PhaseOfEducationcode,PhaseOfEducationname,StatutoryLowAge,StatutoryHighAge,Boarderscode,Boardersname,NurseryProvisionname,OfficialSixthFormcode,OfficialSixthFormname,Gendercode,Gendername,ReligiousCharactercode,ReligiousCharactername,ReligiousEthosname,Diocesecode,Diocesename,AdmissionsPolicycode,AdmissionsPolicyname,SchoolCapacity,SpecialClassescode,SpecialClassesname,CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlagcode,TrustSchoolFlagname,Trustscode,Trustsname,SchoolSponsorFlagname,SchoolSponsorsname,FederationFlagname,Federationscode,Federationsname,UKPRN,FEHEIdentifier,FurtherEducationTypename,OfstedLastInsp,OfstedSpecialMeasurescode,OfstedSpecialMeasuresname,LastChangedDate,Street,Locality,Address3,Town,Countyname,Postcode,SchoolWebsite,TelephoneNum,HeadTitlename,HeadFirstName,HeadLastName,HeadPreferredJobTitle,BSOInspectorateNamename,InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMothname,TeenMothPlaces,CCFname,SENPRUname,EBDname,PlacesPRU,FTProvname,EdByOthername,Section41Approvedname,SEN1name,SEN2name,SEN3name,SEN4name,SEN5name,SEN6name,SEN7name,SEN8name,SEN9name,SEN10name,SEN11name,SEN12name,SEN13name,TypeOfResourcedProvisionname,ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GORcode,GORname,DistrictAdministrativecode,DistrictAdministrativename,AdministrativeWardcode,AdministrativeWardname,ParliamentaryConstituencycode,ParliamentaryConstituencyname,UrbanRuralcode,UrbanRuralname,GSSLACodename,Easting,Northing,CensusAreaStatisticWardname,MSOAname,LSOAname,InspectorateNamename,SENStat,SENNoStat,BoardingEstablishmentname,PropsName,PreviousLAcode,PreviousLAname,PreviousEstablishmentNumber,OfstedRatingname,RSCRegionname,Countryname,UPRN,SiteName,MSOAcode,LSOAcode
100024,202,Camden,2604,Torriano Infant School,1,Community school,4,Local authority maintained schools,2,Closed,0,Not applicable,null,1,Result of Amalgamation/Merger,2015-09-11,2,Primary,3,7,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,190,2,No Special Classes,null,null,null,null,null,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,null,null,Not applicable,null,null,null,2018-11-14,Torriano Avenue,null,null,London,null,NW5 2SJ,null,null,Ms,Gilly,Robson,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000007,Camden,E05000139,Kentish Town,E14000750,Holborn and St Pancras,A1,(England/Wales) Urban major conurbation,E09000007,529559,185072,null,Camden 009,Camden 009E,null,null,null,null,null,999,null,null,null,null,null,5090649,null,E02000174,E01000926
100025,202,Camden,2775,Gospel Oak Primary School,1,Community school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,459,2,No Special Classes,2026-01-15,421,228,193,37.5,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10078058,null,Not applicable,null,null,null,2026-07-06,Mansfield Road,null,null,London,null,NW3 2JB,www.gospeloak.camden.sch.uk,2074857435,Mr,John,Hayes,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000007,Camden,E05013658,Gospel Oak,E14001265,Hampstead and Highgate,UN1,Urban: Nearer to a major town or city,E09000007,528230,185638,null,Camden 006,Camden 006A,null,null,null,null,null,999,null,null,null,null,null,5090676,null,E02000171,E01000886
100026,202,Camden,2797,Fitzjohn's Primary School,1,Community school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,210,2,No Special Classes,2026-01-15,228,113,115,13.2,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10079731,null,Not applicable,null,null,null,2026-06-29,86A Fitzjohn's Avenue,null,null,London,null,NW3 6NP,http://www.fitzjohns.camden.sch.uk/,2074359797,Mr,Rob,Earrey,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000007,Camden,E05013659,Hampstead Town,E14001265,Hampstead and Highgate,UN1,Urban: Nearer to a major town or city,E09000007,526566,185411,null,Camden 008,Camden 008D,null,null,null,null,null,999,null,null,null,null,null,5076981,null,E02000173,E01000897
100027,202,Camden,2841,Eleanor Palmer Primary School,1,Community school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,236,2,No Special Classes,2026-01-15,233,124,109,22.3,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10078057,null,Not applicable,null,null,null,2026-06-29,Lupton Street,Tufnell Park,null,London,null,NW5 2JA,http://www.eleanorpalmer.camden.sch.uk/,2074852155,Ms,Sally Hill and,Natalie Stevenson,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000007,Camden,E05013663,Kentish Town North,E14001290,Holborn and St Pancras,UN1,Urban: Nearer to a major town or city,E09000007,529117,185613,null,Camden 003,Camden 003C,null,null,null,null,null,999,null,null,null,null,null,5090678,null,E02000168,E01000921
100028,202,Camden,3323,"Christ Church Primary School, Hampstead",2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,196,2,No Special Classes,2026-01-15,194,95,99,1,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10074742,null,Not applicable,null,null,null,2026-06-29,Christ Church Hill,null,null,London,null,NW3 1JH,http://www.christchurchschool.co.uk/,2074351361,Mrs,Katy,Forsdyke,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000007,Camden,E05013659,Hampstead Town,E14001265,Hampstead and Highgate,UN1,Urban: Nearer to a major town or city,E09000007,526518,186095,null,Camden 002,Camden 002E,null,null,null,null,null,999,null,null,null,null,null,5090616,null,E02000167,E01000899
100029,202,Camden,3327,Christ Church School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,210,2,No Special Classes,2026-01-15,171,90,81,53.8,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10079318,null,Not applicable,null,null,null,2026-06-29,Redhill Street,Camden,null,London,null,NW1 4BD,http://www.cchurchnw1.camden.sch.uk,2073877881,Mr,Lee,Duffy,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000007,Camden,E05013668,Regent's Park,E14001290,Holborn and St Pancras,UN1,Urban: Nearer to a major town or city,E09000007,528821,182991,null,Camden 023,Camden 023C,null,null,null,null,null,999,null,null,null,null,null,5090641,null,E02000188,E01000949
100030,202,Camden,3340,Emmanuel Church of England Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,236,2,No Special Classes,2026-01-15,233,122,111,15.9,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10079317,null,Not applicable,null,null,null,2026-06-29,152-158 Mill Lane,West Hampstead,null,London,null,NW6 1TF,http://www.emmanuel.camden.sch.uk/,2074317984,Mrs,Laura,Hall,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000007,Camden,E05013671,West Hampstead,E14001265,Hampstead and Highgate,UN1,Urban: Nearer to a major town or city,E09000007,525336,185264,null,Camden 010,Camden 010B,null,null,null,null,null,999,null,null,null,null,null,5167368,null,E02000175,E01000970
100031,202,Camden,3352,Hampstead Parochial Church of England Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,210,2,No Special Classes,2026-01-15,208,105,103,7.2,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10074741,null,Not applicable,null,null,null,2026-06-29,"Hampstead Parochial School , Holly Bush Vale",Hampstead,null,London,null,NW3 6TX,http://www.hampsteadprim.camden.sch.uk/,2074354135,Mrs,Laura,Hall,null,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000007,Camden,E05013657,Frognal,E14001265,Hampstead and Highgate,UN1,Urban: Nearer to a major town or city,E09000007,526301,185733,null,Camden 004,Camden 004B,null,null,null,null,null,999,null,null,null,null,null,5109927,null,E02000169,E01000879
100032,202,Camden,3359,"Holy Trinity CofE Primary School, NW3",2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,189,2,No Special Classes,2026-01-15,159,75,84,40.9,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10074740,null,Not applicable,null,null,null,2026-06-29,Trinity Walk,Maresfield Gardens,null,London,null,NW3 5SQ,www.holytrinitynw3.co.uk,2074359089,Ms,Keeley McCleave,Mrs Laura Hall (Executive Headteacher),Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,Not applicable,null,null,null,null,H,London,E09000007,Camden,E05013652,Belsize,E14001265,Hampstead and Highgate,UN1,Urban: Nearer to a major town or city,E09000007,526445,184601,null,Camden 008,Camden 008C,null,null,null,null,null,999,null,null,null,null,null,5090704,null,E02000173,E01000883
100033,202,Camden,3361,"Holy Trinity and Saint Silas CofE Primary School, NW1",2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,4,11,1,No boarders,No Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,210,2,No Special Classes,2026-01-15,200,100,100,39,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10074739,null,Not applicable,null,null,null,2026-06-29,Hartland Road,null,null,London,null,NW1 8DE,http://www.holytrinitynw1.camden.sch.uk/,2072670771,Mrs,Lorraine,Goll,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,Not applicable,null,null,null,null,H,London,E09000007,Camden,E05013655,Camden Town,E14001290,Holborn and St Pancras,UN1,Urban: Nearer to a major town or city,E09000007,528675,184432,null,Camden 019,Camden 019A,null,null,null,null,null,999,null,null,null,null,null,5090684,null,E02000184,E01000856
100034,202,Camden,3370,Kentish Town Church of England Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,236,1,Has Special Classes,2026-01-15,224,122,102,42.9,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10069857,null,Not applicable,null,null,null,2026-06-29,Islip Street,null,null,London,null,NW5 2TU,http://www.kentishtown.camden.sch.uk/,2074851279,Mr,Grant,Jacobson,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,ASD - Autistic Spectrum Disorder,PD - Physical Disability,null,null,null,null,null,null,null,null,null,null,null,Resourced provision,31,21,null,null,H,London,E09000007,Camden,E05013664,Kentish Town South,E14001290,Holborn and St Pancras,UN1,Urban: Nearer to a major town or city,E09000007,529113,185066,null,Camden 003,Camden 003C,null,null,null,null,null,999,null,null,null,null,null,5090705,null,E02000168,E01000921
100035,202,Camden,3391,Rosary Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,360,2,No Special Classes,2026-01-15,279,133,146,46.9,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10076020,null,Not applicable,null,null,null,2026-06-29,238 Haverstock Hill,Hampstead,null,London,null,NW3 2AE,http://www.rosary.camden.sch.uk/,2077946292,Miss,Sophie,Kennedy,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,Not applicable,null,null,null,null,H,London,E09000007,Camden,E05013658,Gospel Oak,E14001265,Hampstead and Highgate,UN1,Urban: Nearer to a major town or city,E09000007,527199,185281,null,Camden 008,Camden 008E,null,null,null,null,null,999,null,null,null,null,null,5105233,null,E02000173,E01000898
100036,202,Camden,3398,St Alban's Church of England Primary School,2,Voluntary aided school,4,Local authority maintained schools,1,Open,0,Not applicable,null,0,Not applicable,null,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,2,Church of England,Does not apply,CE23,Diocese of London,0,Not applicable,236,2,No Special Classes,2026-01-15,81,35,46,65.4,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10079316,null,Not applicable,null,null,null,2026-07-20,Baldwins Gardens,Holborn,null,London,null,EC1N 7SD,www.stalbanscamden.co.uk,2072428585,Miss,Rebecca,Hughes,Headteacher,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,Not applicable,null,null,null,null,H,London,E09000007,Camden,E05013662,Holborn & Covent Garden,E14001290,Holborn and St Pancras,UN1,Urban: Nearer to a major town or city,E09000007,531156,181834,null,Camden 027,Camden 027C,null,null,null,null,null,999,null,null,null,null,null,5090637,null,E02000192,E01000917
100037,202,Camden,3400,St Aloysius Catholic Primary School,2,Voluntary aided school,4,Local authority maintained schools,2,Closed,0,Not applicable,1900-01-01,2,Closure,2019-12-31,2,Primary,3,11,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,3,Roman Catholic,Does not apply,RC01,Archdiocese of Westminster,0,Not applicable,450,2,No Special Classes,2019-01-17,260,138,122,34.6,0,Not applicable,null,null,Not applicable,null,Not under a federation,null,null,10076019,null,Not applicable,null,null,null,2020-01-07,Aldenham Street,null,null,London,null,NW1 1PS,null,null,Ms,Clare,McFlynn,Executive Head,Not applicable,null,null,null,Not applicable,null,Not applicable,Not applicable,Not applicable,null,null,Not applicable,Not applicable,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,H,London,E09000007,Camden,E05000143,St Pancras and Somers Town,E14000750,Holborn and St Pancras,A1,(England/Wales) Urban major conurbation,E09000007,529505,183062,null,Camden 022,Camden 022D,null,null,null,null,null,999,null,null,null,null,null,5090614,null,E02000187,E01000955
